external_gene_name	Description_Ensembl	UniprotAcc
BnaC08g29140D		NA
BnaC08g30950D		NA
BnaC08g29260D		NA
BnaC08g27600D		NA
BnaC08g28800D		NA
BnaC08g26790D		NA
BnaC08g27140D		NA
BnaC08g29670D		NA
BnaC08g29440D		NA
BnaC08g27250D		NA
BnaC08g31070D		NA
BnaC08g30570D		NA
BnaC08g28530D		NA
BnaC08g31170D		NA
BnaC08g29640D		NA
BnaC08g31450D		NA
BnaC08g28350D		NA
BnaC08g26630D		NA
BnaC08g29090D		NA
BnaC08g30700D		NA
BnaC08g30850D		NA
BnaC08g31440D		NA
BnaC08g27640D		NA
BnaC08g30800D		NA
BnaC08g30090D		NA
BnaC08g26770D		NA
BnaC08g29320D		NA
BnaC08g31110D		NA
BnaC08g31560D		NA
BnaC08g31650D		NA
BnaC08g29570D		NA
BnaC08g31060D		NA
BnaC08g26960D		NA
BnaC08g28740D		NA
BnaC08g31750D		NA
BnaC08g28450D		NA
BnaC08g27470D		NA
BnaC08g29020D		NA
BnaC08g28840D		NA
BnaC08g31180D		NA
BnaC08g29840D		NA
BnaC08g27350D		NA
BnaC08g30710D		NA
BnaC08g28930D		NA
BnaC08g28940D		NA
BnaC08g30690D		NA
BnaC08g30320D		NA
BnaC08g28690D		NA
BnaC08g31300D		NA
BnaC08g29240D		NA
BnaC08g27920D		NA
BnaC08g30520D		NA
BnaC08g26740D		NA
BnaC08g28000D		NA
BnaC08g30640D		NA
BnaC08g27090D		NA
BnaC08g27830D		NA
BnaC08g29200D		NA
BnaC08g28870D		NA
BnaC08g28650D		NA
BnaC08g28290D		NA
BnaC08g27480D		NA
BnaC08g28830D		NA
BnaC08g27580D		NA
BnaC08g27890D		NA
BnaC08g26730D		NA
BnaC08g28460D		NA
BnaC08g27900D		NA
BnaC08g29490D		NA
BnaC08g27780D		NA
BnaC08g28960D		NA
BnaC08g28860D		NA
BnaC08g31630D		NA
BnaC08g29500D		NA
BnaC08g28280D		NA
BnaC08g27130D		NA
BnaC08g27200D		NA
BnaC08g30350D		NA
BnaC08g28220D	BnaCnng19410D protein	A0A078IKM6
BnaC08g30430D		NA
BnaC08g29710D		NA
BnaC08g29630D		NA
BnaC08g30220D		NA
BnaC08g31470D		NA
BnaC08g29360D		NA
BnaC08g30590D		NA
BnaC08g31510D	Tubulin gamma chain	A0A078FAD8
BnaC08g29230D		NA
BnaC08g27500D		NA
BnaC08g29860D		NA
BnaC08g28330D		NA
BnaC08g29250D		NA
BnaC08g27280D		NA
BnaC08g30110D		NA
BnaC08g30840D		NA
BnaC08g30880D		NA
BnaC08g26910D		NA
BnaC08g30250D		NA
BnaC08g30670D		NA
BnaC08g30190D		NA
BnaC08g26820D		NA
BnaC08g28670D		NA
BnaC08g30030D		NA
BnaC08g28030D		NA
BnaC08g29980D		NA
BnaC08g27240D		NA
BnaC08g31380D		NA
BnaC08g31140D		NA
BnaC08g27440D		NA
BnaC08g31370D		NA
BnaC08g26860D		NA
BnaC08g29470D		NA
BnaC08g28240D		NA
BnaC08g26760D		NA
BnaC08g29530D	BnaC06g27260D protein	A0A078HLC6
BnaC08g29040D		NA
BnaC08g28510D		NA
BnaC08g29720D		NA
BnaC08g31150D		NA
BnaC08g27330D		NA
BnaC08g29650D		NA
BnaC08g30370D		NA
BnaC08g28820D		NA
BnaC08g27990D		NA
BnaC08g28990D		NA
BnaC08g28190D		NA
BnaC08g26990D		NA
BnaC08g27840D		NA
BnaC08g30160D		NA
BnaC08g27340D		NA
BnaC08g29810D		NA
BnaC08g31490D		NA
BnaC08g26920D		NA
BnaC08g30380D		NA
BnaC08g29370D		NA
BnaC08g30200D		NA
BnaC08g28020D		NA
BnaC08g30240D		NA
BnaC08g30290D		NA
BnaC08g27300D		NA
BnaC08g31340D		NA
BnaC08g31020D		NA
BnaC08g27070D		NA
BnaC08g27590D		NA
BnaC08g29750D	60S ribosomal protein L38	O22860
BnaC08g29950D		NA
BnaC08g27810D		NA
BnaC08g29330D	TTL4	A0A178VKQ3
BnaC08g31030D		NA
BnaC08g27320D		NA
BnaC08g29890D		NA
BnaC08g28580D		NA
BnaC08g29180D		NA
BnaC08g29310D		NA
BnaC08g28090D		NA
BnaC08g30810D		NA
BnaC08g29420D		NA
BnaC08g30910D		NA
BnaC08g30040D		NA
BnaC08g28170D		NA
BnaC08g31550D		NA
BnaC08g28480D		NA
BnaC08g27870D		NA
BnaC08g28200D		NA
BnaC08g29660D		NA
BnaC08g31260D		NA
BnaC08g28500D		NA
BnaC08g26970D		NA
BnaC08g29430D		NA
BnaC08g29600D		NA
BnaC08g31520D		NA
BnaC08g29820D		NA
BnaC08g31600D		NA
BnaC08g30020D		NA
BnaC08g30900D		NA
BnaC08g31500D		NA
BnaC08g27560D		NA
BnaC08g31290D		NA
BnaC08g31540D		NA
BnaC08g30340D		NA
BnaC08g30750D		NA
BnaC08g30390D		NA
BnaC08g29560D		NA
BnaC08g29080D		NA
BnaC08g31690D		NA
BnaC08g27120D		NA
BnaC08g31360D		NA
BnaC08g31670D		NA
BnaC08g31240D		NA
BnaC08g29300D		NA
BnaC08g28410D		NA
BnaC08g26720D		NA
BnaC08g27180D		NA
BnaC08g31320D		NA
BnaC08g26840D		NA
BnaC08g28180D		NA
BnaC08g28850D		NA
BnaC08g30270D		NA
BnaC08g31730D		NA
BnaC08g29380D		NA
BnaC08g28950D		NA
BnaC08g30860D		NA
BnaC08g27230D		NA
BnaC08g27550D		NA
BnaC08g28210D		NA
BnaC08g31580D		NA
BnaC08g31430D		NA
BnaC08g27700D		NA
BnaC08g31100D	40S ribosomal protein S27	A0A078C6I6
BnaC08g26850D		NA
BnaC08g27670D		NA
BnaC08g28050D		NA
BnaC08g30010D		NA
BnaC08g27040D		NA
BnaC08g31280D		NA
BnaC08g26750D		NA
BnaC08g29290D		NA
BnaC08g31040D		NA
BnaC08g27760D		NA
BnaC08g30610D		NA
BnaC08g30730D		NA
BnaC08g31190D		NA
BnaC08g29030D		NA
BnaC08g29780D		NA
BnaC08g28230D		NA
BnaC08g30000D		NA
BnaC08g28300D		NA
BnaC08g28620D		NA
BnaC08g30650D		NA
BnaC08g27380D		NA
BnaC08g27510D		NA
BnaC08g31210D		NA
BnaC08g27450D		NA
BnaC08g29740D		NA
BnaC08g29700D		NA
BnaC08g30480D		NA
BnaC08g28880D		NA
BnaC08g31050D		NA
BnaC08g28750D		NA
BnaC08g30120D		NA
BnaC08g31760D		NA
BnaC08g31310D		NA
BnaC08g29000D		NA
BnaC08g27800D		NA
BnaC08g30440D		NA
BnaC08g30660D		NA
BnaC08g28360D		NA
BnaC08g29280D		NA
BnaC08g28130D		NA
BnaC08g28590D		NA
BnaC08g30060D		NA
BnaC08g30870D		NA
BnaC08g27690D		NA
BnaC08g31400D		NA
BnaC08g27190D		NA
BnaC08g27960D		NA
BnaC08g29220D		NA
BnaC08g29930D		NA
BnaC08g30630D		NA
BnaC08g31640D		NA
BnaC08g26650D		NA
BnaC08g30130D		NA
BnaC08g29610D		NA
BnaC08g28550D		NA
BnaC08g29920D		NA
BnaC08g27020D		NA
BnaC08g30760D		NA
BnaC08g28540D		NA
BnaC08g28060D		NA
BnaC08g30410D	Probable UMP-CMP kinase 1	Q8VY84
BnaC08g30330D		NA
BnaC08g27910D		NA
BnaC08g28110D		NA
BnaC08g27970D		NA
BnaC08g31460D		NA
BnaC08g29450D		NA
BnaC08g27410D		NA
BnaC08g27720D		NA
BnaC08g28890D		NA
BnaC08g30530D		NA
BnaC08g27080D		NA
BnaC08g30600D		NA
BnaC08g30540D		NA
BnaC08g28440D		NA
BnaC08g28120D		NA
BnaC08g27170D		NA
BnaC08g27930D		NA
BnaC08g30550D		NA
BnaC08g27740D		NA
BnaC08g31350D		NA
BnaC08g26900D		NA
BnaC08g29540D		NA
BnaC08g30360D		NA
BnaC08g29620D		NA
BnaC08g29760D		NA
BnaC08g30070D		NA
BnaC08g27420D	BnaA09g35930D protein	A0A078C5F6
BnaC08g27270D		NA
BnaC08g27730D		NA
BnaC08g27030D		NA
BnaC08g30560D		NA
BnaC08g28270D		NA
BnaC08g28710D		NA
BnaC08g30490D		NA
BnaC08g30890D		NA
BnaC08g28780D		NA
BnaC08g28070D		NA
BnaC08g29340D		NA
BnaC08g28310D		NA
BnaC08g31720D	Serine/arginine-rich splicing factor RS31	P92964
BnaC08g31410D		NA
BnaC08g26950D		NA
BnaC08g31530D		NA
BnaC08g28600D		NA
BnaC08g28340D		NA
BnaC08g26870D		NA
BnaC08g29990D		NA
BnaC08g29480D		NA
BnaC08g29170D		NA
BnaC08g31120D		NA
BnaC08g29770D		NA
BnaC08g27610D		NA
BnaC08g26930D		NA
BnaC08g27650D		NA
BnaC08g28370D		NA
BnaC08g26780D		NA
BnaC08g28400D		NA
BnaC08g29900D		NA
BnaC08g30460D		NA
BnaC08g28970D		NA
BnaC08g27820D		NA
BnaC08g29130D		NA
BnaC08g29270D		NA
BnaC08g30770D		NA
BnaC08g29870D		NA
BnaC08g30420D		NA
BnaC08g26700D		NA
BnaC08g29940D		NA
BnaC08g27400D		NA
BnaC08g30940D		NA
BnaC08g29160D		NA
BnaC08g27950D		NA
BnaC08g30740D		NA
BnaC08g30960D		NA
BnaC08g31130D		NA
BnaC08g31610D		NA
BnaC08g28320D		NA
BnaC08g29460D		NA
BnaC08g29830D		NA
BnaC08g28640D		NA
BnaC08g27710D		NA
BnaC08g27770D		NA
BnaC08g28260D		NA
BnaC08g27050D		NA
BnaC08g30680D		NA
BnaC08g31000D		NA
BnaC08g31620D		NA
BnaC08g29190D		NA
BnaC08g31200D		NA
BnaC08g27220D		NA
BnaC08g29910D		NA
BnaC08g26620D		NA
BnaC08g26680D		NA
BnaC08g29960D		NA
BnaC08g27370D		NA
BnaC08g31480D		NA
BnaC08g28910D		NA
BnaC08g27530D		NA
BnaC08g29060D		NA
BnaC08g28100D		NA
BnaA04g27980D	BnaA04g27980D protein	A0A078JVD3
BnaAnng39840D	BnaAnng39840D protein	A0A078K089
BnaC08g48980D	BnaC08g48980D protein	A0A078JQE8
BnaCnng56660D	BnaCnng56660D protein	A0A078JR35
BnaAnng41520D	BnaAnng41520D protein	A0A078JY17
BnaCnng60610D	BnaCnng60610D protein (Fragment)	A0A078JQV6
BnaA01g35280D	BnaA01g35280D protein	A0A078JSZ1
BnaA01g35270D	BnaA01g35270D protein	A0A078JQT3
BnaAnng37310D	BnaAnng37310D protein	A0A078JYD4
BnaCnng31960D	BnaCnng31960D protein	A0A078J418
BnaCnng32000D	BnaCnng32000D protein	A0A078J265
BnaCnng31940D	BnaCnng31940D protein	A0A078J1X4
BnaCnng31930D	BnaCnng31930D protein	A0A078IYP7
BnaCnng31990D	BnaCnng31990D protein	A0A078J1X8
BnaCnng31950D	BnaCnng31950D protein	A0A078J262
BnaCnng31900D	BnaCnng31900D protein	A0A078J258
BnaCnng31980D	BnaCnng31980D protein	A0A078IYQ3
BnaCnng31970D	BnaCnng31970D protein	A0A078J4G4
BnaCnng31910D	40S ribosomal protein S4	A0A078J414
BnaCnng31920D	BnaCnng31920D protein	A0A078J4G0
BnaCnng77200D	BnaCnng77200D protein	A0A078K3K7
BnaCnng63550D	BnaCnng63550D protein	A0A078JSR2
BnaAnng11180D	BnaAnng11180D protein	A0A078IPQ3
BnaAnng11160D	BnaAnng11160D protein	A0A078IR60
BnaAnng11150D	BnaAnng11150D protein	A0A078ISA7
BnaAnng11080D	BnaAnng11080D protein	A0A078IPN9
BnaAnng11000D	BnaAnng11000D protein	A0A078IS77
BnaAnng11030D	BnaAnng11030D protein	A0A078IPN6
BnaAnng11040D	BnaAnng11040D protein	A0A078IPT2
BnaAnng11050D	BnaAnng11050D protein	A0A078IS84
BnaAnng11140D	BnaAnng11140D protein	A0A078IPU8
BnaAnng10990D	BnaAnng10990D protein	A0A078IPS1
BnaAnng11010D	BnaAnng11010D protein	A0A078IR44
BnaAnng10980D	BnaAnng10980D protein	A0A078IPN1
BnaAnng11100D	BnaAnng11100D protein	A0A078IS90
BnaAnng11130D	Reticulon-like protein	A0A078IPP4
BnaAnng10970D	BnaAnng10970D protein	A0A078ILF6
BnaAnng11070D	BnaAnng11070D protein	A0A078ILG3
BnaAnng11020D	BnaAnng11020D protein	A0A078ILF9
BnaAnng11120D	BnaAnng11120D protein	A0A078ILG8
BnaAnng11110D	WAT1-related protein	A0A078IR55
BnaAnng11170D	BnaAnng11170D protein	A0A078ILH3
BnaAnng11090D	BnaAnng11090D protein	A0A078IPU0
BnaAnng11060D	BnaAnng11060D protein	A0A078IR49
BnaAnng34590D	BnaAnng34590D protein	A0A078JYD7
BnaCnng77970D	BnaCnng77970D protein	A0A078JXV5
BnaCnng77980D	BnaCnng77980D protein	A0A078K0N4
BnaC03g15520D	BnaC03g15520D protein	A0A078H585
BnaC03g16000D	BnaC03g16000D protein	A0A078H5A6
BnaC03g15890D	BnaC03g15890D protein	A0A078H480
BnaC03g15750D	BnaC03g15750D protein	A0A078H587
BnaC03g15870D	BnaC03g15870D protein	A0A078H5A5
BnaC03g15490D	BnaC03g15490D protein	A0A078H455
BnaC03g15880D	BnaC03g15880D protein	A0A078H1U6
BnaC03g15590D	BnaC03g15590D protein	A0A078H461
BnaC03g15720D	BnaC03g15720D protein	A0A078H597
BnaC03g15630D	BnaC03g15630D protein	A0A078H1R9
BnaC03g15550D	BnaC03g15550D protein	A0A078H571
BnaC03g15990D	BnaC03g15990D protein	A0A078H486
BnaC03g15810D	BnaC03g15810D protein	A0A078H719
BnaC03g15800D	BnaC03g15800D protein	A0A078H590
BnaC03g16110D	BnaC03g16110D protein	A0A078H736
BnaC03g15620D	BnaC03g15620D protein	A0A078H592
BnaC03g15640D	BnaC03g15640D protein	A0A078H464
BnaC03g15530D	BnaC03g15530D protein	A0A078H1R1
BnaC03g16150D	BnaC03g16150D protein	A0A078H5B7
BnaC03g15680D	BnaC03g15680D protein	A0A078H1S5
BnaC03g15790D	BnaC03g15790D protein	A0A078H474
BnaC03g15830D	BnaC03g15830D protein	A0A078H1U1
BnaC03g15900D	BnaC03g15900D protein	A0A078H599
BnaC03g16130D	FRIGIDA-like protein	H6VVI9
BnaC03g16010D	BnaC03g16010D protein	A0A078H730
BnaC03g15740D	BnaC03g15740D protein	A0A078H470
BnaC03g15690D	BnaC03g15690D protein	A0A078H468
BnaC03g15960D	BnaC03g15960D protein	A0A078H727
BnaC03g15780D	BnaC03g15780D protein	A0A078H1T6
BnaC03g16030D	BnaC03g16030D protein	A0A078H1W2
BnaC03g15910D	BnaC03g15910D protein	A0A078H724
BnaC03g15920D	BnaC03g15920D protein	A0A078H5B0
BnaC03g16100D	BnaC03g16100D protein	A0A078H5B4
BnaC03g16050D	BnaC03g16050D protein	A0A078H5B1
BnaC03g15660D	BnaC03g15660D protein	A0A078H710
BnaC03g16060D	Pseudouridine synthase	A0A078H734
BnaC03g15860D	BnaC03g15860D protein	A0A078H722
BnaC03g15760D	BnaC03g15760D protein	A0A078H716
BnaC03g15670D	BnaC03g15670D protein	A0A078H593
BnaC03g15500D	BnaC03g15500D protein	A0A078H566
BnaC03g15730D	BnaC03g15730D protein	A0A078H1T1
BnaC03g15850D	BnaC03g15850D protein	A0A078H595
BnaC03g16070D	BnaC03g16070D protein	A0A078H5B9
BnaC03g16020D	BnaC03g16020D protein	A0A078H5B6
BnaC03g15610D	BnaC03g15610D protein	A0A078H708
BnaC03g15700D	BnaA06g40590D protein	A0A078IQ07
BnaC03g16090D	BnaA03g13280D protein	A0A078HML1
BnaC03g16040D	BnaC03g16040D protein	A0A078H488
BnaC03g15650D	BnaC03g15650D protein	A0A078H580
BnaC03g15930D	BnaC03g15930D protein	A0A078H1V2
BnaC03g15710D	BnaC03g15710D protein	A0A078H714
BnaC03g15580D	BnaC03g15580D protein	A0A078H1R8
BnaC03g15560D	BnaC03g15560D protein	A0A078H705
BnaC03g15970D	BnaC03g15970D protein	A0A078H5B3
BnaC03g15510D	BnaC03g15510D protein	A0A078H702
BnaC03g15600D	BnaC03g15600D protein	A0A078H576
BnaC03g15950D	BnaC03g15950D protein	A0A078H5A4
BnaC03g15980D	BnaC03g15980D protein	A0A078H1V7
BnaC03g15540D	BnaC03g15540D protein	A0A078H459
BnaC03g15820D	BnaC03g15820D protein	A0A078H5A3
BnaC03g15840D	BnaC03g15840D protein	A0A078H476
BnaC03g16120D	BnaC03g16120D protein	A0A078H5C3
BnaC03g15770D	BnaC03g15770D protein	A0A078H5A0
BnaC03g15570D	BnaC03g15570D protein	A0A078H588
BnaC03g16080D	BnaC03g16080D protein	A0A078H1W9
BnaC03g15940D	BnaC03g15940D protein	A0A078H482
BnaC03g16140D	BnaC03g16140D protein	A0A078H493
BnaCnng69310D	BnaCnng69310D protein	A0A078JSU2
BnaC01g42900D	BnaC01g42900D protein	A0A078IYR3
BnaC01g42890D	BnaC01g42890D protein	A0A078IW81
BnaCnng64430D	BnaCnng64430D protein	A0A078JT50
BnaCnng64440D	Expansin	A0A078JVP0
BnaAnng33570D	BnaAnng33570D protein	A0A078JVE0
BnaCnng73710D	Pectinesterase	A0A078K175
BnaAnng41400D	BnaAnng41400D protein	A0A078JXX9
BnaCnng73480D	BnaCnng73480D protein (Fragment)	A0A078K102
BnaUnng01180D	BnaUnng01180D protein	A0A078JE16
BnaUnng01230D	BnaUnng01230D protein	A0A078JE21
BnaUnng01200D	BnaUnng01200D protein	A0A078JH73
BnaUnng01190D	BnaUnng01190D protein	A0A078JGL3
BnaUnng01220D	BnaUnng01220D protein	A0A078JKE5
BnaUnng01210D	BnaUnng01210D protein	A0A078JJ59
BnaC04g44370D	BnaC04g44370D protein	A0A078JIK6
BnaC04g44380D	BnaC04g44380D protein	A0A078JPS5
BnaC04g44390D	Non-specific serine/threonine protein kinase	A0A078JNU8
BnaC04g44360D	BnaC04g44360D protein (Fragment)	A0A078JKT9
BnaCnng73540D	BnaCnng73540D protein (Fragment)	A0A078JY07
BnaA03g56510D	BnaA03g56510D protein	A0A078JU74
BnaA03g56520D	BnaA03g56520D protein (Fragment)	A0A078JUI3
BnaC05g49180D	BnaC05g49180D protein	A0A078JER3
BnaC05g49160D	BnaC05g49160D protein	A0A078JIG1
BnaC05g49150D	BnaC05g49150D protein	A0A078JHL2
BnaC05g49130D	BnaC05g49130D protein (Fragment)	A0A078JEQ7
BnaC05g49170D	BnaC05g49170D protein	A0A078JC06
BnaC05g49140D	BnaC05g49140D protein	A0A078JFC3
BnaAnng25260D	BnaAnng25260D protein	A0A078JQ89
BnaAnng39350D	BnaAnng39350D protein	A0A078K2D3
BnaCnng66900D	Pectinesterase	A0A078JUK3
BnaUnng02870D	BnaUnng02870D protein	A0A078JSX2
BnaCnng77670D	BnaCnng77670D protein (Fragment)	A0A078K3H4
BnaCnng53710D	BnaCnng53710D protein	A0A078JL19
BnaCnng70310D	BnaCnng70310D protein	A0A078JVX6
BnaCnng70320D	BnaCnng70320D protein	A0A078JWX8
BnaAnng21900D	Proteasome subunit alpha type	A0A078JIE4
BnaC02g46570D	BnaC02g46570D protein	A0A078JMF8
BnaUnng04640D	BnaUnng04640D protein (Fragment)	A0A078K1N5
BnaC04g52730D	BnaC04g52730D protein	A0A078JD18
BnaC04g52710D	BnaC04g52710D protein	A0A078JGH7
BnaC04g52720D	BnaC04g52720D protein	A0A078JAF2
BnaC04g52770D	BnaC04g52770D protein	A0A078JAF8
BnaC04g52760D	BnaC04g52760D protein	A0A078JGI1
BnaC04g52750D	BnaC04g52750D protein	A0A078JFQ3
BnaC04g52740D	BnaC04g52740D protein	A0A078JDN8
BnaAnng31540D	BnaAnng31540D protein	A0A078JQF2
BnaCnng62280D	BnaCnng62280D protein (Fragment)	A0A078JUL2
BnaCnng23280D	BnaA09g00690D protein	A0A078IUU5
BnaCnng23260D	Sucrose synthase	A0A078ISF2
BnaCnng23230D	Pectinesterase	A0A078IUT8
BnaCnng23340D	BnaCnng23340D protein	A0A078ITM7
BnaCnng23330D	BnaCnng23330D protein	A0A078IUV1
BnaCnng23320D	BnaCnng23320D protein	A0A078IS34
BnaCnng23240D	Probable pectinesterase/pectinesterase inhibitor 39	O81415
BnaCnng23310D	BnaCnng23310D protein	A0A078ISF7
BnaCnng23300D	BnaCnng23300D protein	A0A078IP04
BnaCnng23290D	Ribosomal protein L19	A0A078ITM4
BnaCnng23270D	BnaCnng23270D protein	A0A078IS26
BnaCnng23250D	Endoglucanase	A0A078INZ8
BnaC06g43160D	BnaC06g43160D protein	A0A078J2D7
BnaC06g43190D	BnaC06g43190D protein	A0A078J894
BnaC06g43170D	BnaC06g43170D protein	A0A078J640
BnaC06g43180D	BnaC06g43180D protein	A0A078J678
BnaCnng76030D	BnaCnng76030D protein	A0A078JZI5
BnaCnng76260D	BnaCnng76260D protein	A0A078JWZ4
BnaCnng66000D	BnaCnng66000D protein	A0A078JSX8
BnaCnng64210D	Pentatricopeptide repeat-containing protein At3g24000, mitochondrial	Q9LIQ7
BnaC08g46660D	BnaC08g46660D protein	A0A078JDF8
BnaC08g46650D	BnaC08g46650D protein	A0A078JAT3
BnaCnng47000D	BnaCnng47000D protein	A0A078JG17
BnaAnng24320D	BnaAnng24320D protein	A0A078JP01
BnaCnng46660D	Thioredoxin	A0A078JCJ0
BnaCnng46650D	BnaCnng46650D protein	A0A078JJ05
BnaC04g53320D	BnaA02g14650D protein	A0A078JL31
BnaAnng20830D	BnaAnng20830D protein (Fragment)	A0A078JGJ8
BnaCnng07220D	BnaCnng07220D protein	A0A078H5L9
BnaCnng07020D	BnaCnng07020D protein	A0A078H5K5
BnaCnng07070D	BnaCnng07070D protein	A0A078H5K8
BnaCnng07190D	BnaCnng07190D protein	A0A078H8G2
BnaCnng07010D	BnaCnng07010D protein	A0A078H3C8
BnaCnng07060D	BnaCnng07060D protein	A0A078H3D3
BnaCnng07120D	BnaCnng07120D protein	A0A078H5L1
BnaCnng07000D	Protein DETOXIFICATION	A0A078H6I1
BnaCnng07230D	BnaCnng07230D protein	A0A078H6U2
BnaCnng07200D	BnaCnng07200D protein	A0A078H6J9
BnaCnng07180D	BnaC05g26330D protein	A0A078H6T7
BnaCnng07040D	BnaCnng07040D protein	A0A078H8E7
BnaCnng07050D	Isocitrate lyase	A0A078H6I6
BnaCnng07110D	BnaCnng07110D protein	A0A078H3D7
BnaCnng07160D	BnaCnng07160D protein	A0A078H3E1
BnaCnng07140D	Peroxidase	A0A078H8F6
BnaCnng07250D	BnaCnng07250D protein	A0A078H6K3
BnaCnng07030D	BnaCnng07030D protein	A0A078H6S4
BnaCnng07080D	Glycosyltransferase	A0A078H6S8
BnaCnng07170D	BnaC05g26340D protein	A0A078G884
BnaCnng07210D	BnaCnng07210D protein	A0A078H3E6
BnaCnng07130D	Glycosyltransferase	A0A078H6T2
BnaCnng07100D	BnaCnng07100D protein	A0A078H6J1
BnaCnng07240D	BnaCnng07240D protein	A0A078H8G8
BnaCnng07150D	BnaCnng07150D protein	A0A078H6J4
BnaCnng07090D	BnaCnng07090D protein	A0A078H8F0
BnaAnng32640D	BnaAnng32640D protein	A0A078JWX7
BnaCnng69540D	BnaCnng69540D protein (Fragment)	A0A078JT11
BnaAnng24030D	BnaAnng24030D protein	A0A078JIE5
BnaCnng71290D	BnaCnng71290D protein	A0A078JWE9
BnaCnng78240D	BnaCnng78240D protein	A0A078K3R6
BnaA03g01510D	BnaA03g01510D protein	A0A078FA59
BnaA03g00840D	BnaA03g00840D protein	A0A078FGQ9
BnaA03g00190D	BnaA03g00190D protein	A0A078FGK3
BnaA03g01080D	BnaA03g01080D protein	A0A078CUQ3
BnaA03g00530D	BnaA03g00530D protein	A0A078FDZ4
BnaA03g01930D	BnaA03g01930D protein	A0A078FED8
BnaA03g01910D	BnaA03g01910D protein	A0A078FAB9
BnaA03g00110D	BnaA03g00110D protein	A0A078F9Q7
BnaA03g00370D	BnaA03g00370D protein	A0A078FCX9
BnaA03g00020D	BnaA03g00020D protein	A0A078FCV0
BnaA03g00640D	BnaA03g00640D protein	A0A078FGP4
BnaA03g01450D	BnaA03g01450D protein	A0A078FED6
BnaA03g00770D	BnaA03g00770D protein	A0A078FD26
BnaA03g00360D	BnaA03g00360D protein	A0A078F9S7
BnaA03g00090D	BnaA03g00090D protein	A0A078FGJ4
BnaA03g01660D	BnaA03g01660D protein	A0A078FA85
BnaA03g01780D	BnaA03g01780D protein	A0A078FEC0
BnaA03g01620D	BnaA03g01620D protein	A0A078FDC1
BnaA03g00960D	BnaA03g00960D protein	A0A078F9Z5
BnaA03g00320D	BnaA03g00320D protein	A0A078FCX5
BnaA03g00440D	BnaA03g00440D protein	A0A078FGN1
BnaA03g00780D	BnaA03g00780D protein	A0A078FE14
BnaA03g01900D	BnaA03g01900D protein	A0A078FEH9
BnaA03g01010D	BnaA03g01010D protein	A0A078FA02
BnaA03g01690D	BnaA03g01690D protein	A0A078FGX9
BnaA03g01480D	BnaA03g01480D protein	A0A078FE86
BnaA03g00080D	BnaA03g00080D protein	A0A078FDV0
BnaA03g00040D	BnaA03g00040D protein	A0A078FGI7
BnaA03g01940D	BnaA03g01940D protein	A0A078FH09
BnaA03g01340D	Enhancer of polycomb-like protein	A0A078FGU2
BnaA03g00330D	BnaA03g00330D protein	A0A078FDX2
BnaA03g01770D	BnaA03g01770D protein	A0A078FDD9
BnaA03g01840D	BnaA03g01840D protein	A0A078FGZ7
BnaA03g01350D	BnaA03g01350D protein	A0A078FEC6
BnaA03g01390D	BnaA03g01390D protein	A0A078FGU7
BnaA03g01270D	BnaA03g01270D protein	A0A078FD91
BnaA03g00540D	BnaA03g00540D protein	A0A078FGN7
BnaA03g00520D	BnaA03g00520D protein	A0A078FCZ8
BnaA03g01730D	BnaA03g01730D protein	A0A078FJK9
BnaA03g00200D	BnaA03g00200D protein	A0A078FE16
BnaA03g01500D	BnaA03g01500D protein	A0A078FEE1
BnaA03g01380D	BnaA03g01380D protein	A0A078I0X8
BnaA03g01490D	BnaA03g01490D protein	A0A078FGV8
BnaA03g01860D	Sulfotransferase	A0A078FAB3
BnaA03g01570D	BnaA03g01570D protein	A0A078FDB7
BnaA03g00210D	BnaA03g00210D protein	A0A078F9R5
BnaA03g00920D	BnaA03g00920D protein	A0A078FD43
BnaA03g01920D	BnaA03g01920D protein	A0A078FDF3
BnaA03g00820D	Isocitrate dehydrogenase	NA
BnaA03g01760D	BnaA03g01760D protein	A0A078FA97
BnaA03g01590D	Pectinesterase	A0A078FGW9
BnaA03g01140D	BnaA03g01140D protein	A0A078FGS8
BnaA03g00410D	BnaA03g00410D protein	A0A078F9T1
BnaA03g01630D	BnaA03g01630D protein	A0A078FEA4
BnaA03g01250D	BnaA03g01250D protein	A0A078FEB6
BnaA03g01300D	BnaA03g01300D protein	A0A078FEC1
BnaA03g01800D	Folylpolyglutamate synthase	A0A078FEG9
BnaA03g01850D	BnaA03g01850D protein	A0A078FEH4
BnaA03g00390D	BnaA03g00390D protein	A0A078FGM7
BnaA03g01820D	BnaA03g01820D protein	A0A078FDE5
BnaA03g00340D	BnaA03g00340D protein	A0A078FGM0
BnaA03g01460D	BnaA03g01460D protein	A0A078FA51
BnaA03g00760D	BnaA03g00760D protein	A0A078F9X5
BnaA03g01020D	BnaA03g01020D protein	A0A078FD68
BnaA03g00930D	BnaA03g00930D protein	A0A078FE28
BnaA03g00060D	BnaA03g00060D protein	A0A078F9Q3
BnaA03g00350D	BnaA03g00350D protein	A0A078FE27
BnaA03g00420D	BnaA03g00420D protein	A0A078FCY5
BnaA03g01670D	BnaA03g01670D protein	A0A078FDC7
BnaA03g00800D	BnaA03g00800D protein	A0A078FE69
BnaA03g01050D	BnaA03g01050D protein	A0A078FE97
BnaA03g01240D	BnaA03g01240D protein	A0A078FGT4
