entrezgene_id	external_gene_name	Description_NCBI	ALIAS
106447414	BnaA06g01890D	signal peptidase complex catalytic subunit SEC11C-like	LOC106447414
106447416	BnaA04g21700D	phosphatidylinositol:ceramide inositolphosphotransferase 2	LOC106447416
106447422	BnaA06g01880D	pentatricopeptide repeat-containing protein At1g52620-like	LOC106447422
106447424	BnaA04g21760D	ribosome biogenesis regulatory protein homolog	LOC106447424
106447426	BnaA04g21780D	steroid 5-alpha-reductase DET2-like	LOC106447426
106447453	BnaA06g01860D	"pentatricopeptide repeat-containing protein At1g52640, mitochondrial"	LOC106447453
106447461	BnaA06g01870D	O-fucosyltransferase 13	BNAA06G01870D
106447470	BnaC03g22120D	60S ribosomal protein L23a-1	LOC106447470
106447470	BnaA04g23010D	60S ribosomal protein L23a-1	LOC106447470
106447470	BnaC04g06100D	60S ribosomal protein L23a-1	LOC106447470
106447476	BnaA06g01530D	serine-threonine kinase receptor-associated protein	LOC106447476
106447485	BnaC06g41850D	probable histone H2A variant 3	LOC106447485
106447485	BnaC06g05580D	probable histone H2A variant 3	LOC106447485
106447496	BnaA05g09410D	"chlorophyll a-b binding protein 1, chloroplastic"	LOC106447496
106447499	BnaA05g09370D	eukaryotic translation initiation factor 1A	LOC106447499
106447507	BnaA05g09570D	protein transport protein Sec61 subunit alpha-like	LOC106447507
106447507	BnaCnng37980D	protein transport protein Sec61 subunit alpha-like	LOC106447507
106447507	BnaC04g54050D	protein transport protein Sec61 subunit alpha-like	LOC106447507
106447507	BnaA03g15760D	protein transport protein Sec61 subunit alpha-like	LOC106447507
106447510	BnaA05g09530D	uncharacterized BNAA05G09530D	BNAA05G09530D
106447537	BnaA04g29290D	protein trichome birefringence-like 33	LOC106447537
106447583	BnaA04g24540D	serine/threonine-protein phosphatase PP2A-3 catalytic subunit	LOC106447583
106447630	BnaC03g33700D	60S ribosomal protein L23	LOC106447630
106447630	BnaC05g02580D	60S ribosomal protein L23	LOC106447630
106447630	BnaA03g28560D	60S ribosomal protein L23	LOC106447630
106447634	BnaC03g73240D	protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 2	LOC106447634
106447646	BnaC09g32440D	WEB family protein At5g55860	LOC106447646
106447648	BnaC09g32450D	altered inheritance of mitochondria protein 32	LOC106447648
106447649	BnaC09g32470D	25S rRNA (cytosine-C(5))-methyltransferase NOP2A	LOC106447649
106447650	BnaC09g32480D	ER membrane protein complex subunit 8/9 homolog	LOC106447650
106447650	BnaA10g10020D	ER membrane protein complex subunit 8/9 homolog	LOC106447650
106447651	BnaC09g32490D	nucleotide-sugar uncharacterized transporter 2	BNAC09G32490D
106447659	BnaA04g21830D	auxin transporter protein 1-like	LOC106447659
106447661	BnaA04g21880D	jasmonate-induced oxygenase 4	LOC106447661
106447666	BnaA04g21900D	ammonium transporter 2	LOC106447666
106447667	BnaA04g21960D	abscisic acid receptor PYL4	LOC106447667
106447668	BnaA04g21980D	WEB family protein At2g38370	LOC106447668
106447676	BnaA04g22070D	non-specific lipid-transfer protein B	LOC106447676
106447867	BnaA01g20630D	60S ribosomal protein L13-1	LOC106447867
106447899	BnaC01g39970D	glycine-rich cell wall structural protein 1	LOC106447899
106447963	BnaA09g13960D	"fe(2+) transport protein 3, chloroplastic"	LOC106447963
106447988	BnaA09g13970D	"ferredoxin, leaf L-A"	LOC106447988
106448068	BnaAnng34410D	60S ribosomal protein L26-1	LOC106448068
106448272	BnaA03g57950D	PAN domain-containing protein At5g03700	LOC106448272
106448440	BnaA04g12040D	bZIP transcription factor 29	LOC106448440
106448574	BnaC07g06550D	putative F-box protein At1g47790	LOC106448574
106448579	BnaC07g06670D	uncharacterized BNAC07G06670D	BNAC07G06670D
106448597	BnaC04g36740D	uncharacterized BNAC04G36740D	BNAC04G36740D
106448618	BnaA04g14480D	RING-H2 finger protein ATL67	LOC106448618
106448747	BnaA04g28460D	major pollen allergen Ole e 10	LOC106448747
106448802	BnaA04g18880D	protein yippee-like At3g08990	LOC106448802
106448817	BnaAnng29880D	F-box protein At1g59680	LOC106448817
106448859	BnaC05g13690D	disease resistance protein Roq1-like	LOC106448859
106448867	BnaA03g54880D	"metallothionein-like protein type 2, MT2-22"	LOC106448867
106448895	BnaAnng07570D	auxin-responsive protein SAUR15	LOC106448895
106448931	BnaA05g09250D	F-box/kelch-repeat protein At4g38940	LOC106448931
106448989	BnaC09g32350D	"transcription termination factor MTEF18, mitochondrial-like"	LOC106448989
106449009	BnaA04g00240D	glutaredoxin-C14-like	LOC106449009
106449009	BnaCnng57420D	glutaredoxin-C14-like	LOC106449009
106449027	BnaA08g25270D	"DNA-directed RNA polymerases I, II, and III subunit RPABC5"	LOC106449027
106449027	BnaC08g14950D	"DNA-directed RNA polymerases I, II, and III subunit RPABC5"	LOC106449027
106449027	BnaCnng17960D	"DNA-directed RNA polymerases I, II, and III subunit RPABC5"	LOC106449027
106449027	BnaA06g07130D	"DNA-directed RNA polymerases I, II, and III subunit RPABC5"	LOC106449027
106449035	BnaCnng57420D	glutaredoxin-C14	LOC106449035
106449035	BnaA04g00240D	glutaredoxin-C14	LOC106449035
106449089	BnaA09g29380D	uncharacterized BNAA09G29380D	BNAA09G29380D
106449092	BnaCnng42560D	WEB family protein At2g17940	LOC106449092
106449113	BnaCnng57020D	putative F-box protein At3g58860	LOC106449113
106449128	BnaC09g24040D	peroxidase 39	LOC106449128
106449152	BnaCnng55080D	uncharacterized BNACNNG55080D	BNACNNG55080D
106449155	BnaC04g24790D	heavy metal-associated isoprenylated plant protein 45	LOC106449155
106449162	BnaC04g24650D	protein STRICTOSIDINE SYNTHASE-LIKE 9	LOC106449162
106449169	BnaCnng35610D	two-component response regulator ARR5	LOC106449169
106449239	BnaA01g35850D	"glutamyl-tRNA reductase 1, chloroplastic"	LOC106449239
106449265	BnaC09g52200D	MLP-like protein 328	LOC106449265
106449268	BnaA01g21520D	transmembrane emp24 domain-containing protein p24delta4-like	LOC106449268
106449282	BnaC02g48480D	"solute carrier family 40 member 3, chloroplastic"	LOC106449282
106449291	BnaA04g04160D	floral homeotic protein APETALA 3-like	BnAP3
106449291	BnaA04g04160D	floral homeotic protein APETALA 3-like	APETALA3-4
106449291	BnaA04g04160D	floral homeotic protein APETALA 3-like	LOC106449291
106449291	BnaA04g04160D	floral homeotic protein APETALA 3-like	APETALA3
106449302	BnaA03g53870D	transcription factor MYB73	LOC106449302
106449304	BnaA03g53850D	ethylene-responsive transcription factor RAP2-10	LOC106449304
106449309	BnaA03g53610D	uncharacterized BNAA03G53610D	BNAA03G53610D
106449310	BnaAnng18320D	elongation of fatty acids protein 3-like	LOC106449310
106449312	BnaAnng18280D	"calcium uniporter protein 1, mitochondrial"	LOC106449312
106449314	BnaAnng31160D	uncharacterized BNAANNG31160D	BNAA04G04290D
106449314	BnaAnng31160D	uncharacterized BNAANNG31160D	BNAANNG18260D
106449314	BnaAnng31160D	uncharacterized BNAANNG31160D	BNAANNG31160D
106449314	BnaA04g04290D	uncharacterized BNAANNG31160D	BNAA04G04290D
106449314	BnaA04g04290D	uncharacterized BNAANNG31160D	BNAANNG18260D
106449314	BnaA04g04290D	uncharacterized BNAANNG31160D	BNAANNG31160D
106449314	BnaAnng18260D	uncharacterized BNAANNG31160D	BNAA04G04290D
106449314	BnaAnng18260D	uncharacterized BNAANNG31160D	BNAANNG18260D
106449314	BnaAnng18260D	uncharacterized BNAANNG31160D	BNAANNG31160D
106449332	BnaCnng60760D	transcription factor bHLH55	LOC106449332
106449332	BnaCnng60760D	transcription factor bHLH55	BnabHLH283
106449334	BnaC05g09490D	uncharacterized BNAC05G09490D	BNAC05G09490D
106449351	BnaCnng26050D	uncharacterized BNAA07G04000D	BNACNNG26050D
106449351	BnaCnng26050D	uncharacterized BNAA07G04000D	BNAA07G04000D
106449351	BnaA07g04000D	uncharacterized BNAA07G04000D	BNACNNG26050D
106449351	BnaA07g04000D	uncharacterized BNAA07G04000D	BNAA07G04000D
106449369	BnaA04g05520D	uncharacterized LOC106449369	LOC106449369
106449369	BnaC04g28260D	uncharacterized LOC106449369	LOC106449369
106449375	BnaA03g14470D	uncharacterized LOC106449375	LOC106449375
106449375	BnaC04g13110D	uncharacterized LOC106449375	LOC106449375
106449375	BnaA04g18250D	uncharacterized LOC106449375	LOC106449375
106449375	BnaC03g17510D	uncharacterized LOC106449375	LOC106449375
106449375	BnaC04g42330D	uncharacterized LOC106449375	LOC106449375
106449375	BnaA05g11290D	uncharacterized LOC106449375	LOC106449375
106449380	BnaC03g17390D	transcription factor MYB14	LOC106449380
106449411	BnaCnng30260D	putative cysteine-rich repeat secretory protein 17	LOC106449411
106449416	BnaA01g21820D	two-pore potassium channel 1	LOC106449416
106449419	BnaCnng23060D	monothiol glutaredoxin-S9	LOC106449419
106449431	BnaA03g57060D	uncharacterized LOC106449431	LOC106449431
106449438	BnaC07g33140D	monothiol glutaredoxin-S4-like	LOC106449438
106449438	BnaA03g42050D	monothiol glutaredoxin-S4-like	LOC106449438
106449449	BnaC07g33320D	bidirectional sugar transporter SWEET17	LOC106449449
106449469	BnaCnng45730D	"multiple organellar RNA editing factor 7, mitochondrial"	LOC106449469
106449485	BnaAnng30110D	uncharacterized LOC106449485	LOC106449485
106449503	BnaC06g40600D	auxin-responsive protein IAA15	LOC106449503
106449504	BnaC06g40630D	aromatic aminotransferase ISS1	LOC106449504
106449522	BnaC09g40580D	DNA ligase 6	BNAC09G40580D
106449527	BnaA05g36240D	putative cysteine-rich repeat secretory protein 17	LOC106449527
106449535	BnaA05g19460D	peroxidase 30	LOC106449535
106449542	BnaA05g19540D	vascular-related unknown protein 1	BNAA05G19540D
106449545	BnaA05g19640D	protein DMP2	BNAA05G19640D
106449549	BnaA05g36660D	transcription factor bHLH87	LOC106449549
106449550	BnaC08g08050D	"peptidyl-prolyl cis-trans isomerase CYP28, chloroplastic"	LOC106449550
106449552	BnaA05g36680D	glycosyltransferase BC10	BNAA05G36680D
106449568	BnaA04g09470D	NAC domain-containing protein 92-like	LOC106449568
106449568	BnaA04g09470D	NAC domain-containing protein 92-like	NAC92.1
106449576	BnaCnng66010D	NAC domain-containing protein 79	LOC106449576
106449577	BnaCnng36410D	putative kinase-like protein TMKL1	LOC106449577
106449582	BnaC09g47930D	oleosin-B2	LOC106449582
106449584	BnaC09g47900D	mavicyanin-like	LOC106449584
106449585	BnaC09g47870D	cyclin-U4-2-like	LOC106449585
106449618	BnaCnng38790D	uncharacterized BNACNNG38790D	BNACNNG38790D
106449626	BnaA04g10250D	putative cytochrome c oxidase subunit 5C-4	LOC106449626
106449626	BnaC04g32470D	putative cytochrome c oxidase subunit 5C-4	LOC106449626
106449633	BnaA04g10560D	arabinogalactan protein 24-like	LOC106449633
106449633	BnaC04g32830D	arabinogalactan protein 24-like	LOC106449633
106449654	BnaA04g10790D	defensin-like protein 206	LOC106449654
106449657	BnaA04g10720D	uncharacterized BNAA04G10720D	BNAC04G56140D
106449657	BnaA04g10720D	uncharacterized BNAA04G10720D	BNAA04G10720D
106449657	BnaC04g56140D	uncharacterized BNAA04G10720D	BNAC04G56140D
106449657	BnaC04g56140D	uncharacterized BNAA04G10720D	BNAA04G10720D
106449689	BnaC08g48600D	transcription factor RAX3-like	LOC106449689
106449693	BnaCnng66940D	uncharacterized BNACNNG66940D	BNACNNG66940D
106449697	BnaCnng11190D	probable WRKY transcription factor 24	LOC106449697
106449697	BnaCnng11190D	probable WRKY transcription factor 24	WRKY24
106449716	BnaC04g18700D	thioredoxin H7	LOC106449716
106449729	BnaUnng00060D	protein TPX2	LOC106449729
106449751	BnaC02g28660D	dirigent protein 2	LOC106449751
106449772	BnaCnng32530D	uncharacterized BNACNNG32530D	BNACNNG32530D
106449774	BnaCnng37610D	lipid transfer protein EARLI 1	LOC106449774
106449783	BnaCnng29510D	vitellogenin	LOC106449783
106449791	BnaA04g13020D	plant UBX domain-containing protein 6	LOC106449791
106449795	BnaA04g28000D	protein MIZU-KUSSEI 1	LOC106449795
106449797	BnaA04g12900D	F-box protein At2g21930	LOC106449797
106449807	BnaA04g13330D	phytosulfokines 2	LOC106449807
106449815	BnaA04g13480D	cytochrome P450 708A2	LOC106449815
106449825	BnaA04g13730D	methylesterase 7	LOC106449825
106449827	BnaA04g13800D	L-ascorbate oxidase homolog	LOC106449827
106449830	BnaA04g13820D	uncharacterized BNAA04G13820D	BNAA04G13820D
106449831	BnaC06g24480D	protein C2-DOMAIN ABA-RELATED 9	LOC106449831
106449837	BnaC06g24740D	uncharacterized BNAC06G24740D	BNAC06G24740D
106449850	BnaC06g25120D	thioredoxin H8	LOC106449850
106449851	BnaC06g25130D	thioredoxin H8	LOC106449851
106449852	BnaC06g25160D	homeobox-leucine zipper protein ATHB-13	LOC106449852
106449858	BnaC09g20620D	probable disease resistance protein At4g19520	LOC106449858
106449860	BnaC09g20630D	protein PHLOEM PROTEIN 2-LIKE A8	LOC106449860
106449897	BnaC04g36880D	early nodulin-like protein 3	LOC106449897
106449899	BnaC04g36850D	UPF0057 membrane protein At2g24040	LOC106449899
106449901	BnaC04g36710D	cytochrome P450 705A1	LOC106449901
106449902	BnaC04g36700D	F-box/kelch-repeat protein At1g64840	LOC106449902
106449910	BnaC04g36550D	alpha/beta hydrolase domain-containing protein 17B	LOC106449910
106449911	BnaC04g36560D	uncharacterized BNAC04G36560D	BNAC04G36560D
106449915	BnaC04g36460D	uncharacterized BNAC04G36460D	BNAC04G36460D
106449917	BnaC04g36420D	protein CUP-SHAPED COTYLEDON 3	LOC106449917
106449918	BnaC04g36400D	fasciclin-like arabinogalactan protein 3	LOC106449918
106449922	BnaC04g36350D	replication protein A 32 kDa subunit A	LOC106449922
106449938	BnaC04g37630D	FBD-associated F-box protein At2g26860	LOC106449938
106449953	BnaA04g16280D	transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR	LOC106449953
106449953	BnaA04g16280D	transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR	BnabHLH115
106449954	BnaA04g16160D	cyclin-dependent kinases regulatory subunit 2	LOC106449954
106449959	BnaA04g16030D	"pentatricopeptide repeat-containing protein At2g27800, mitochondrial"	BNAA04G16030D
106449962	BnaA04g16000D	uncharacterized BNAA04G16000D	BNAA04G16000D
106449966	BnaA04g15820D	casparian strip membrane protein 3	LOC106449966
106449976	BnaA04g15580D	GDSL esterase/lipase At5g45920	LOC106449976
106449986	BnaA04g15210D	oleosin Ara h 15.0101	LOC106449986
106449998	BnaA09g08580D	uncharacterized LOC106449998	LOC106449998
106449998	BnaA09g08560D	uncharacterized LOC106449998	LOC106449998
106450000	BnaA09g08490D	protein IRX15-LIKE-like	LOC106450000
106450001	BnaA09g08480D	"DNA-directed RNA polymerases II, IV and V subunit 3-like"	LOC106450001
106450018	BnaC07g50500D	protein TsetseEP	LOC106450018
106450019	BnaA04g16550D	uncharacterized BNAA04G16550D	BNAA04G16550D
106450027	BnaA04g16850D	scarecrow-like protein 33	LOC106450027
106450051	BnaA04g17090D	tropinone reductase homolog At2g29300	LOC106450051
106450053	BnaA04g17080D	tropinone reductase homolog At2g29310	LOC106450053
106450061	BnaC04g42750D	40S ribosomal protein S12-1	LOC106450061
106450063	BnaA04g28860D	uncharacterized N-acetyltransferase p20-like	LOC106450063
106450064	BnaA04g28870D	uncharacterized N-acetyltransferase p20-like	LOC106450064
106450069	BnaA04g28930D	cysteine proteinase inhibitor 2-like	LOC106450069
106450083	BnaA04g28760D	protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 3	LOC106450083
106450083	BnaA04g28750D	protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 3	LOC106450083
106450086	BnaA04g18040D	signaling peptide TAXIMIN 1	BNAA04G18040D
106450088	BnaA01g22200D	"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 10"	LOC106450088
106450096	BnaA09g15690D	uncharacterized BNAA09G15690D	BNAA09G15690D
106450102	BnaA04g18680D	uclacyanin 1-like	LOC106450102
106450103	BnaA04g18680D	uclacyanin 1-like	LOC106450103
106450117	BnaA04g18890D	condensin complex subunit 2	LOC106450117
106450118	BnaA04g18910D	uncharacterized BNAA04G18910D	BNAA04G18910D
106450125	BnaA09g10110D	pathogenesis-related protein 1	LOC106450125
106450129	BnaC09g10130D	AP-4 complex subunit sigma	LOC106450129
106450129	BnaA09g10040D	AP-4 complex subunit sigma	LOC106450129
106450130	BnaA09g09970D	40S ribosomal protein S30	LOC106450130
106450130	BnaC09g10020D	40S ribosomal protein S30	LOC106450130
106450138	BnaA01g22150D	protein RICE SALT SENSITIVE 3	BNAA01G22150D
106450152	BnaA04g19670D	uncharacterized LOC106450152	LOC106450152
106450154	BnaA01g22120D	nucleobase-ascorbate transporter 7	LOC106450154
106450159	BnaA04g19780D	non-classical arabinogalactan protein 30-like	LOC106450159
106450162	BnaA04g19880D	uncharacterized BNAA04G19880D	BNAA04G19880D
106450164	BnaA01g22110D	uncharacterized BNAA01G22110D	BNAA01G22110D
106450169	BnaC05g13230D	uncharacterized BNAC05G13230D	BNAC05G13230D
106450185	BnaA01g22050D	formin-like protein 7	LOC106450185
106450194	BnaA01g22040D	"pyruvate dehydrogenase E1 component subunit alpha-1, mitochondrial"	LOC106450194
106450203	BnaC04g44480D	uncharacterized BNAC04G44480D	BNAC04G44480D
106450204	BnaC04g44490D	protein Brevis radix-like 1	LOC106450204
106450212	BnaAnng07560D	auxin-responsive protein SAUR22	LOC106450212
106450213	BnaAnng07590D	"beta-fructofuranosidase, insoluble isoenzyme CWINV4"	CWINV4-2
106450213	BnaAnng07590D	"beta-fructofuranosidase, insoluble isoenzyme CWINV4"	LOC106450213
106450221	BnaAnng07680D	transcription repressor OFP6	LOC106450221
106450229	BnaA09g14900D	cytosolic sulfotransferase 18	LOC106450229
106450231	BnaA09g14840D	cytosolic sulfotransferase 18	LOC106450231
106450235	BnaA01g22000D	TORTIFOLIA1-like protein 5	LOC106450235
106450238	BnaA04g21410D	zinc finger protein ZAT11	LOC106450238
106450257	BnaA01g21980D	phospholipid-transporting ATPase 3	LOC106450257
106450268	BnaA04g22810D	delta-1-pyrroline-5-carboxylate synthase A	P5CS1
106450268	BnaA04g22810D	delta-1-pyrroline-5-carboxylate synthase A	LOC106450268
106450287	BnaA05g09320D	"ribosomal protein S14, mitochondrial-like"	LOC106450287
106450318	BnaAnng09380D	40S ribosomal protein S5-1-like	LOC106450318
106450318	BnaA05g27190D	40S ribosomal protein S5-1-like	LOC106450318
106450318	BnaA05g27160D	40S ribosomal protein S5-1-like	LOC106450318
106450318	BnaC05g41290D	40S ribosomal protein S5-1-like	LOC106450318
106450322	BnaA04g24500D	MATH domain and coiled-coil domain-containing protein At2g42465	LOC106450322
106450326	BnaA04g24610D	protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10	LOC106450326
106450330	BnaA04g24690D	HVA22-like protein f	LOC106450330
106450333	BnaAnng35660D	AT-hook motif nuclear-localized protein 16	LOC106450333
106450350	BnaC09g32370D	nicotinamide/nicotinic acid mononucleotide adenylyltransferase	LOC106450350
106450390	BnaA04g13640D	precursor of CEP3	BNAA04G13640D
106450405	BnaAnng09490D	dihydroneopterin aldolase 1-like	LOC106450405
