"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0009853" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "photorespiration" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "rbcS"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "LOC106444894"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaC04g30810D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444894" "GO:0019253" "BP" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "reductive pentose-phosphate cycle" "BnaA04g08570D" "ribulose bisphosphate carboxylase small subunit, chloroplastic 1" "RBCS1"
"106444911" "GO:0042744" "BP" "peroxidase 34-like" "hydrogen peroxide catabolic process" "BnaC08g20820D" "peroxidase 34-like" "LOC106444911"
"106444911" "GO:0042744" "BP" "peroxidase 34-like" "hydrogen peroxide catabolic process" "BnaC08g20820D" "peroxidase 34-like" "peroxidase"
"106444911" "GO:0006979" "BP" "peroxidase 34-like" "response to oxidative stress" "BnaC08g20820D" "peroxidase 34-like" "LOC106444911"
"106444911" "GO:0006979" "BP" "peroxidase 34-like" "response to oxidative stress" "BnaC08g20820D" "peroxidase 34-like" "peroxidase"
"106444911" "GO:0042744" "BP" "peroxidase 34-like" "hydrogen peroxide catabolic process" "BnaC08g20820D" "peroxidase 34-like" "LOC106444911"
"106444911" "GO:0042744" "BP" "peroxidase 34-like" "hydrogen peroxide catabolic process" "BnaC08g20820D" "peroxidase 34-like" "peroxidase"
"106444911" "GO:0006979" "BP" "peroxidase 34-like" "response to oxidative stress" "BnaC08g20820D" "peroxidase 34-like" "LOC106444911"
"106444911" "GO:0006979" "BP" "peroxidase 34-like" "response to oxidative stress" "BnaC08g20820D" "peroxidase 34-like" "peroxidase"
"106445247" NA NA NA NA "BnaC04g24760D" "probable aquaporin SIP2-1" "LOC106445247"
"106445260" NA NA NA NA "BnaA06g20770D" "uncharacterized BNAA06G20770D" "BNAA06G20770D"
"106445530" NA NA NA NA "BnaC04g26720D" "universal stress protein PHOS34" "LOC106445530"
"106445618" NA NA NA NA "BnaCnng37450D" "cold-regulated 413 plasma membrane protein 1" "LOC106445618"
"106445652" NA NA NA NA "BnaC01g43250D" "napin-like" "napin"
"106445652" NA NA NA NA "BnaC01g43250D" "napin-like" "LOC106445652"
"106445657" NA NA NA NA "BnaA04g05850D" "calmodulin-like protein 9" "LOC106445657"
"106445657" NA NA NA NA "BnaC04g28440D" "calmodulin-like protein 9" "LOC106445657"
"106445672" NA NA NA NA "BnaC01g19310D" "napin-like" "LOC106445672"
"106445702" "GO:0006000" "BP" "probable fructokinase-1" "fructose metabolic process" "BnaC03g17470D" "probable fructokinase-1" "LOC106445702"
"106445702" "GO:0019252" "BP" "probable fructokinase-1" "starch biosynthetic process" "BnaC03g17470D" "probable fructokinase-1" "LOC106445702"
"106445820" NA NA NA NA "BnaC07g33110D" "CASP-like protein 1D1" "LOC106445820"
"106445827" "GO:0019722" "BP" "protein RALF-like 33" "calcium-mediated signaling" "BnaC07g33210D" "protein RALF-like 33" "LOC106445827"
"106446036" NA NA NA NA "BnaAnng16520D" "syncoilin" "LOC106446036"
"106446073" "GO:0034599" "BP" "peptide methionine sulfoxide reductase A2" "cellular response to oxidative stress" "BnaC09g47880D" "peptide methionine sulfoxide reductase A2" "LOC106446073"
"106446326" "GO:0090610" "BP" "scarecrow-like protein 23" "bundle sheath cell fate specification" "BnaUnng00200D" "scarecrow-like protein 23" "LOC106446326"
"106446326" "GO:0048366" "BP" "scarecrow-like protein 23" "leaf development" "BnaUnng00200D" "scarecrow-like protein 23" "LOC106446326"
"106446326" "GO:0006355" "BP" "scarecrow-like protein 23" "regulation of DNA-templated transcription" "BnaUnng00200D" "scarecrow-like protein 23" "LOC106446326"
"106446366" "GO:0032446" "BP" "SUMO-activating enzyme subunit 2" "protein modification by small protein conjugation" "BnaA04g12210D" "SUMO-activating enzyme subunit 2" "LOC106446366"
"106446366" "GO:0016925" "BP" "SUMO-activating enzyme subunit 2" "protein sumoylation" "BnaA04g12210D" "SUMO-activating enzyme subunit 2" "LOC106446366"
